Detector_Name,Site_No,Intersect_No,Intersection_Name,Phase,Detector_Code,Is_Virtual,Virtual_Powered_By,Cable_Length
DP_20_98,98,3980,אורולוב בר כוכבא,20,DP,TRUE,DL_20_98,
DS_21_200,200,3935,אורולוב מעבר חציה,21,DS,FALSE,,48.5
DQ_21_200,200,3935,אורולוב מעבר חציה,21,DQ,FALSE,,35.5
DQ_20_200,200,3935,אורולוב מעבר חציה,20,DQ,FALSE,,36.5
DS_20_200,200,3935,אורולוב מעבר חציה,20,DS,FALSE,,34.5
IS_20_200,200,3935,אורולוב מעבר חציה,20,IS,FALSE,,105.5
DM_21_200,200,3935,אורולוב בר כוכבא,21,DM,TRUE,IS_21_93,
DP_21_200,200,3935,אורולוב בר כוכבא,21,DP,TRUE,DQ_21_93,
DM_20_200,200,3935,אורולוב בר כוכבא,20,DM,TRUE,DS_20_200,
DP_20_200,200,3935,אורולוב בר כוכבא,20,DP,TRUE,DQ_20_94,
DL_20_200,200,3935,אורולוב בר כוכבא,20,DL,TRUE,DS_20_94,
DL_21_200,200,3935,אורולוב בר כוכבא,21,DL,TRUE,IS_21_92,
